Respondent ID,Collector ID,Start Date,End Date,freq_use,role,training_instructor_led,training_web_based,training_read,no_training,training_effectiveness,explain_training_effectiveness,support_Gnet,support_inapplication,support_ref_doc,support_SOP,support_contacted,support_IT,explain_support,complete_without_help,explain_complete_without_help,easy_access_documents,explain_easy_access_documents,satisfaction,explain_satisfaction,Gvault_efficiency,explain_Gvault_efficiency,Gvault_improved,explain_Gvault_improved,functional_area,explain_functional_area,office_location,explain_office_location,job_level,explain_job_level,time_worked_Glead
11144524270,249459562,2019-11-14 09:05:35,2019-11-14 09:07:40,At least once a month,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,All the time,,Yes,Search is so much better than GDocs,Very Satisfied,,Increased,,Yes,,Other (please specify),LIS,Other (please specify),Consultant,Individual Contributor,,5-7 years
11144523932,249459562,2019-11-14 09:05:18,2019-11-14 09:06:59,At least once a month,Owner / Author,,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,1 to 2 years
11144338394,249459562,2019-11-14 08:09:27,2019-11-14 08:14:00,Daily,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,Yes,"much easier than GDocs, really like the ""binder"" feature",Very Satisfied,"best feature is EFRM option, to be able to route forms electronically.",Increased,"I don't need to send an email to figure out who still needs to sign a doc, I can just look in the workflow.",Yes,"I especially like the ""task list"" vs. ""workflow"" even after I have reviewed/approved something, I can easily continue tracking the document without having to search for it.",Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Director,,5-7 years
11144149877,249459562,2019-11-14 07:15:25,2019-11-14 07:19:38,Daily,Owner / Author,Instructor Led,,,,Not effective enough,Important details buried in too many handouts,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Most of the time,,No,search terms not obvious,Satisfied,,Decreased,,No,Not for functionality that I use to just find and read documents,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,5-7 years
11143633858,249459562,2019-11-14 04:14:30,2019-11-14 04:16:28,Daily,Consumer - Read Only,,,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Other (please specify),Manufacturing,Cork/Dublin,,Other (please specify),Manufacturing technician,3-4 years
11142988864,249459562,2019-11-13 21:50:31,2019-11-13 21:52:10,At least once a month,Reviewer / Approver,,Web/Computer Based,,,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Director,,1 to 2 years
11142793693,249459562,2019-11-13 19:35:22,2019-11-13 19:38:01,At least once a week,Consumer - Read Only,Instructor Led,,,,Effective,It was a lot more information than what I required.,,In-Application (GVault),,,,,Trail and error,All the time,,No,The generic numbering system has made it more difficult for me to find SOPs and forms.,Slightly Unsatisfied,,Decreased,,No,,Pharmaceutical Development and Manufacturing (PDM),,Alberta,,Manager / Group Leader,,>7 Years
11142338766,249459562,2019-11-13 15:38:13,2019-11-13 15:39:50,Daily,Owner / Author,Instructor Led,,Read & Understood of Procedural Document(s),,Very effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Manager / Group Leader,,>7 Years
11142181441,249459562,2019-11-13 14:28:02,2019-11-13 14:31:57,Daily,Document Control Group Member,Instructor Led,,,,Effective,Training is long and overwhelming,,,,,Contacted my Document Control or Training Group,,,All the time,,No,"The searching capabilities are hard to use, partly because product has not been classified for some doc types.",Satisfied,,Increased,"Daily tasks are much easier, but when it comes to searching and filtering I miss Gdocs.",Yes,"Yes, but I do not know how to use all of it.  Now that we are more familiar with the system I would love an ""advanced"" training.",Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,3-4 years
11142141213,249459562,2019-11-13 14:13:01,2019-11-13 14:16:30,Daily,Reviewer / Approver,Instructor Led,,,,Effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,3-4 years
11142139929,249459562,2019-11-13 14:14:01,2019-11-13 14:16:25,At least once a month,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,GNet,,,SOPs and Work Instructions,,IT Support / SPARC,,Most of the time,,Yes,,Very Satisfied,,No noticeable difference,,Yes,,Research and Development (R&D),,Foster City,,Individual Contributor,,1 to 2 years
11142112085,249459562,2019-11-13 14:03:29,2019-11-13 14:05:40,Daily,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Commercial,,San Dimas/La Verne,,Individual Contributor,,Less than a year
11141583835,249459562,2019-11-13 09:48:26,2019-11-13 11:18:37,Daily,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,Learning how to use the filters helps.,GNet,,,,,,,Most of the time,,No,,Satisfied,,Decreased,,Yes,,Facilities and Operations,,San Dimas/La Verne,,Individual Contributor,,3-4 years
11141505519,249459562,2019-11-13 10:54:20,2019-11-13 10:55:40,Daily,Document Steward for a functional area,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,,,,Contacted my Document Control or Training Group,,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Alberta,,Individual Contributor,,5-7 years
11141417743,249459562,2019-11-13 10:00:05,2019-11-13 10:29:25,Daily,Document Control Group Member,Instructor Led,,,,Very effective,,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,IT Support / SPARC,,Most of the time,,Yes,Improved use of views would improve,Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Alberta,,Director,,>7 Years
11141366699,249459562,2019-11-13 10:11:47,2019-11-13 10:14:45,At least once a week,Owner / Author,Instructor Led,,,,Effective,,,,,SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,>7 Years
11141284963,249459562,2019-11-13 09:47:10,2019-11-13 09:50:25,At least once a week,Consumer - Read Only,Instructor Led,,Read & Understood of Procedural Document(s),,Not effective enough,,,,,SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Some of the time,Not aware of a lot of the functionality which requires me to reach out to team members with questions.,No,Search produces a lot of results which can be difficult to filter through unless I know the document number.,Slightly Unsatisfied,,No noticeable difference,Rollout was happening when I joined Gilead.,,,Research and Development (R&D),,Foster City,,Director,,Less than a year
11141284400,249459562,2019-11-13 09:44:58,2019-11-13 09:50:15,Less than once a month,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,The system is simply not intuitive or user friendly,,,,SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Never,,No,"The renumbering of established documents makes it impossible to find anything. Multiple searches must be done, wasting valuable time, but hey...it all pays the same..",Very Unsatisfied,basically...it sucks.,Decreased,"I understood how to get things done efficiently in GDocs,. GVault IS NOT user friendly.",No,Improved for who? Certainly not me as a user.,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Director,,3-4 years
11141126154,249459562,2019-11-13 09:03:04,2019-11-13 09:06:14,Daily,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,TRN-31889,Most of the time,,Yes,After learning how to navigate the filters,Satisfied,,No noticeable difference,Only used GDocs for two weeks,,Only used GDocs for two weeks,Pharmaceutical Development and Manufacturing (PDM),,Oceanside,,Other (please specify),Contractor,1 to 2 years
11141122074,249459562,2019-11-13 08:53:40,2019-11-13 09:05:34,At least once a week,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,It is very informative.,,,,SOPs and Work Instructions,,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Oceanside,,Other (please specify),Contractor,3-4 years
11141000717,249459562,2019-11-13 08:31:27,2019-11-13 08:32:56,Daily,Owner / Author,Instructor Led,,,,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Oceanside,,Individual Contributor,,>7 Years
11140877442,249459562,2019-11-13 07:58:27,2019-11-13 08:02:26,At least once a week,Reviewer / Approver,,Web/Computer Based,,,Very effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,Increased,,,I did not have enough experience with GDocs to compare features/functionality.,Facilities and Operations,,Oceanside,,Manager / Group Leader,,1 to 2 years
11140841538,249459562,2019-11-13 07:49:42,2019-11-13 07:52:36,At least once a week,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,,SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Some of the time,,Yes,,Slightly Unsatisfied,"Routing docs very difficult/time consuming in GVault.  Different steps for different docs types, long time to get things reviewed and approved, added steps of needing protocol issued and still need wet signatures on the issued protocol",No noticeable difference,Can't compare.  Wasn't Owner/Author role in GDocs,,Can't compare.  Wasn't Owner/Author role in GDocsCan't compare.  Wasn't Owner/Author role in GDocs,Information Technology (IT),,Oceanside,,Individual Contributor,,1 to 2 years
11140702062,249459562,2019-11-13 07:09:56,2019-11-13 07:16:10,At least once a week,Owner / Author,Instructor Led,,Read & Understood of Procedural Document(s),,Effective,met my initial needs,,In-Application (GVault),,SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,"As my authoring/revising of docs is infrequent, i find myself having to refer to SOP-09250 and the 'Gilead Essentials for Go-Live' doc",Yes,a lot easier than GDOCS,Slightly Unsatisfied,"Overall, it is far easier than GDOCS. But keep getting notifications for doc revision that have absolutely nothing to do with my area.",Increased,doc approval process is a lot easier. no more having to accept multiple email notifications.,Yes,easier to use.,Information Technology (IT),,Cork/Dublin,,Individual Contributor,,3-4 years
11140620144,249459562,2019-11-13 06:46:59,2019-11-13 06:54:17,Daily,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,,,,,,Most of the time,,Yes,"it is easy to search and access, however it is not efficient as not all of the most recent versions of trainings are up to date in GVault.",Very Unsatisfied,,Decreased,,No,,Research and Development (R&D),,Other (please specify),remote,Individual Contributor,,3-4 years
11140612112,249459562,2019-11-13 06:50:13,2019-11-13 06:52:27,Daily,Owner / Author,,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Information Technology (IT),,Other (please specify),India,Other (please specify),Validation Engineer,Less than a year
11140587241,249459562,2019-11-13 06:42:36,2019-11-13 06:44:43,Daily,Document Control Group Member,Instructor Led,,,,Very effective,,,,,,Contacted my Document Control or Training Group,,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Cork/Dublin,,Manager / Group Leader,,5-7 years
11140384735,249459562,2019-11-13 05:35:23,2019-11-13 05:41:17,Daily,Owner / Author,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,The link between the stages of document pre-approval for WRK's and SOP's and subsequent steps like training (and the criteria to make a document effective was not immediately clear.,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,Yes,"Not sure if it is there and I havent found it but a ""recent"" documents list is helpful.",Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,1 to 2 years
11140173469,249459562,2019-11-13 04:15:08,2019-11-13 04:17:42,Daily,Owner / Author,Instructor Led,,Read & Understood of Procedural Document(s),,Not effective enough,The instructor led training was held too long before we went live with Veeva,,,,SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Cork/Dublin,,Manager / Group Leader,,>7 Years
11139951691,249459562,2019-11-13 02:34:11,2019-11-13 02:36:56,At least once a week,Reviewer / Approver,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,Yes,Better searchability. However review of documents is slightly more involved.,Pharmaceutical Development and Manufacturing (PDM),,Cambridge,,Director,,>7 Years
11139921481,249459562,2019-11-13 02:20:49,2019-11-13 02:22:41,Daily,Not Sure,,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Information Technology (IT),,Other (please specify),"Chennai, India",Individual Contributor,,Less than a year
11139651889,249459562,2019-11-12 23:47:45,2019-11-12 23:52:45,At least once a week,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,"The training on how to request, update and send document for review was done so long ago that I don't remember it so will no have to re-do via web based training, which means I wasted my time going to the instructor led when we were transitioning.",,,,,,,,Some of the time,,No,"Isn't intuitive, and I don't like having to sign in with different log in credentials",Slightly Unsatisfied,"It takes longer to find what I need, the new document numbers are in no way similar to the old ones, making it difficult to remember them",Decreased,,No,,Research and Development (R&D),,Cambridge,,Manager / Group Leader,,1 to 2 years
11139620119,249459562,2019-11-12 23:30:09,2019-11-12 23:32:42,At least once a month,Consumer - Read Only,,,,I did not take training,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,All the time,,Yes,,Satisfied,,,,No,,Information Technology (IT),,Foster City,,Individual Contributor,,3-4 years
11139422683,249459562,2019-11-12 09:54:28,2019-11-12 20:59:20,At least once a month,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,IT Support / SPARC,,Most of the time,,Yes,,Very Satisfied,,No noticeable difference,,Yes,,Information Technology (IT),,Foster City,,Other (please specify),Contractor,5-7 years
11139294862,249459562,2019-11-12 19:17:41,2019-11-12 19:31:05,Daily,Owner / Author,Instructor Led,Web/Computer Based,,,Effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Some of the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Other (please specify),Korea affiliate,Manager / Group Leader,,1 to 2 years
11139223662,249459562,2019-11-12 18:46:30,2019-11-12 18:49:43,At least once a week,Owner / Author,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,Decreased,,Yes,,Research and Development (R&D),,Other (please specify),Telecommuter,Manager / Group Leader,,>7 Years
11139097118,249459562,2019-11-12 17:36:42,2019-11-12 17:42:31,Less than once a month,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Research and Development (R&D),,Foster City,,Manager / Group Leader,,5-7 years
11139051602,249459562,2019-11-12 17:18:47,2019-11-12 17:21:33,Daily,Consumer - Read Only,Instructor Led,,,,Very effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Manager / Group Leader,,3-4 years
11138931393,249459562,2019-11-12 16:20:47,2019-11-12 16:23:19,Less than once a month,Consumer - Read Only,,,Read & Understood of Procedural Document(s),,Not effective enough,,GNet,,,,,,,Some of the time,I couldn't log in after the migration and did not know what email/login to use based on the information provided.,No,N/A,Slightly Unsatisfied,,No noticeable difference,,No,,Information Technology (IT),,Foster City,,Manager / Group Leader,,1 to 2 years
11138887433,249459562,2019-11-12 15:44:33,2019-11-12 16:04:33,At least once a week,Owner / Author,,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,The training is ad hoc and the real information I need to get my job done is usually found through speaking with others or documents that were part of the initial roll out but never found their way to the training.,,,,,Contacted my Document Control or Training Group,,,Some of the time,,No,"It is hard to view a document in the small window made available in the Gvault viewer. Also the ability to create a hyperlink to the document sucks, you have to know a special number, likely a database reference, and then you have to have already logged in to Gvault to get it to work. This feature could save a lot of time if it worked, it really took a step back from Gdocs.",Slightly Unsatisfied,"I don't know that I know enough about GVault to say anything but ""Slightly Unsatisfied""",Decreased,"I can not figure out how to apply multiple filters to my searches, from a user experience standpoint that makes no sense. There are about 200,000 documents in Gvault, so one search filter should be enough. Gimme a break.",No,No. The user focused features and functionality are very poor.,Pharmaceutical Development and Manufacturing (PDM),,Alberta,,Individual Contributor,,5-7 years
11138887125,249459562,2019-11-12 15:59:34,2019-11-12 16:04:13,Daily,Consumer - Read Only,,,,I did not take training,I did not take training,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,No,"whenever I type in key terms, tons of documents come up. I think I could use a filtering tutorial.",Satisfied,,Decreased,"I always open up readable format pdf because it is easier to CTRL+F,  but it takes a while to download.",,,Other (please specify),engineering,San Dimas/La Verne,,Individual Contributor,,3-4 years
11138847667,249459562,2019-11-12 15:27:33,2019-11-12 15:45:38,Daily,Reviewer / Approver,,Web/Computer Based,,,Not effective enough,Use of system more effective to learn and navigate system,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,No,"Document queries are not selective enough.  For example, FRM-10657, pulls up all CCMs instead of just the form for use.  Challenge with searching metadata.",Satisfied,,No noticeable difference,,Yes,Access to prior versions.,Pharmaceutical Development and Manufacturing (PDM),,Oceanside,,Manager / Group Leader,,>7 Years
11138819522,249459562,2019-11-12 15:31:38,2019-11-12 15:33:53,At least once a month,Owner / Author,,,Read & Understood of Procedural Document(s),,Very effective,,,,,,,IT Support / SPARC,,All the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Information Technology (IT),,Other (please specify),india,Other (please specify),contractor,1 to 2 years
11138806322,249459562,2019-11-12 15:26:37,2019-11-12 15:28:39,At least once a week,Not Sure,,,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,Some of the time,,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Other (please specify),CHENNAI,Individual Contributor,,Less than a year
11138767918,249459562,2019-11-12 15:11:26,2019-11-12 15:33:16,Daily,Consumer - Read Only,,,Read & Understood of Procedural Document(s),,Effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,All the time,,Yes,,Satisfied,,Increased,,Yes,,Other (please specify),QC,San Dimas/La Verne,,Individual Contributor,,Less than a year
11138762426,249459562,2019-11-12 15:08:57,2019-11-12 15:10:26,Daily,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Research and Development (R&D),,Foster City,,Director,,>7 Years
11138761764,249459562,2019-11-12 15:07:05,2019-11-12 15:10:28,Daily,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,"I remember a fair amount of what was read but not everything. Training for the most part is easily understood, and information is easy to see.",,In-Application (GVault),,SOPs and Work Instructions,,,,Most of the time,Only help that was needed was for initial log in,Yes,,Very Satisfied,,No noticeable difference,I was not here when GDocs was used.,Yes,I was not here when GDocs was used,Other (please specify),Quality assurance,San Dimas/La Verne,,Individual Contributor,,Less than a year
11138761368,249459562,2019-11-12 15:04:52,2019-11-12 15:10:03,Daily,Reviewer / Approver,Instructor Led,,Read & Understood of Procedural Document(s),,Effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,No,Difficult to search for a document and not have 200+ hits.,Satisfied,,Increased,"fewer timeouts and enter works for searches. However, if your cursor is highlights a document in the suggested hits when typing and ""enter"" is pressed, it opens the document.",Yes,More efficient for author/document owners,Pharmaceutical Development and Manufacturing (PDM),,Alberta,,Individual Contributor,,5-7 years
11138749808,249459562,2019-11-12 14:58:26,2019-11-12 15:05:13,Daily,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,,,,,SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,No,Search sometimes returns random documents instead of the one I want,Slightly Unsatisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,San Dimas/La Verne,,Individual Contributor,,3-4 years
11138742814,249459562,2019-11-12 14:59:27,2019-11-12 15:02:43,At least once a month,Document Steward for a functional area,,Web/Computer Based,,,Effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Research and Development (R&D),,Alberta,,Individual Contributor,,5-7 years
11138738782,249459562,2019-11-12 14:58:47,2019-11-12 15:01:14,Daily,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,,,,,,,Most of the time,,No,,Satisfied,,No noticeable difference,,Yes,,Other (please specify),Lab tech,San Dimas/La Verne,,Other (please specify),lab tech,Less than a year
11138738430,249459562,2019-11-12 14:58:59,2019-11-12 15:00:44,At least once a week,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,In-Application (GVault),,SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,"New employee, only ever used GVault",Yes,,Other (please specify),QC,San Dimas/La Verne,,Individual Contributor,,Less than a year
11138735765,249459562,2019-11-12 14:52:41,2019-11-12 15:00:37,Daily,Reviewer / Approver,,,Read & Understood of Procedural Document(s),,Effective,,,In-Application (GVault),,,,,"GVault is pretty intuitive, so easy to figure out as you go along.",All the time,,No,The 'Legacy Document Number' search isn't effective - usually returns tons of inapplicable documents,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Alberta,,Individual Contributor,,3-4 years
11138718340,249459562,2019-11-12 14:48:01,2019-11-12 14:52:33,Daily,Owner / Author,Instructor Led,,Read & Understood of Procedural Document(s),,Not effective enough,"Training was provided too much in advance before system went live. In addition, it was too generic.",,,,,Contacted my Document Control or Training Group,,,Some of the time,There still a lot to be learned.,Yes,"Easier than GDocs; however, not all documents are available... we don't know whether or not they exist.",Slightly Unsatisfied,Poor support from some QA individuals.,Increased,"Increased, but there is more work for me as author. Not very satisfied with that.",Yes,Searches are better,Pharmaceutical Development and Manufacturing (PDM),,Alberta,,Manager / Group Leader,,>7 Years
11138711921,249459562,2019-11-12 14:48:17,2019-11-12 14:50:25,Daily,Document Steward for a functional area,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,Effective.,GNet,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Alberta,,Individual Contributor,,3-4 years
11138691975,249459562,2019-11-12 14:39:43,2019-11-12 14:42:22,Daily,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,No,"it is difficult to search when you have multiple criteria.  For example I can search ""micro"" reports but if I also add the word ""ELLI"" then I get hits for all Micro docs and ELLI docs- which is huge.   Need a better way to narrow the search ability.",Satisfied,,Increased,GDocs was a nightmare,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,5-7 years
11138653151,249459562,2019-11-12 14:26:42,2019-11-12 14:28:03,At least once a week,Reviewer / Approver,,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,GNet,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Executive Leadership,,5-7 years
11138604209,249459562,2019-11-12 14:09:10,2019-11-12 14:15:34,At least once a month,Consumer - Read Only,,,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Most of the time,,Yes,,Satisfied,But I don’t understand why it requires non-standard user ID (@vault.gilead.com),No noticeable difference,,Yes,,Information Technology (IT),,Other (please specify),Tokyo,Manager / Group Leader,,5-7 years
11138587760,249459562,2019-11-12 13:29:06,2019-11-12 14:06:20,Less than once a month,Reviewer / Approver,,Web/Computer Based,,,Not effective enough,,,,,,,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,No,,Information Technology (IT),,Foster City,,Director,,1 to 2 years
11138567638,249459562,2019-11-12 13:54:05,2019-11-12 13:59:44,Daily,Owner / Author,,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,Talking with coworkers,Some of the time,,No,It takes much longer to find documents and the filters don't work as well as GDocs.,Very Unsatisfied,There are many steps to execute simple tasks.  Not user friendly.,Decreased,Finding documents takes more time.  Routing documents includes many steps.,No,Searching and filters was much better in GDocs.,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Director,,>7 Years
11138552671,249459562,2019-11-12 13:49:02,2019-11-12 13:55:03,Less than once a month,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,,,,IT Support / SPARC,I find support to be lacking.,Most of the time,,No,This system is easy to upload documents but very difficult to find anything. It is not intuitive. The ways documents are filed are extremely different that how we organize paper files ( i.e not intuitive).     Why isn't there have reports that show who has approved advertisement and other patient materials ?,Slightly Unsatisfied,it is not very user friendly.   Cant run meaningful reports.   Difficult to find documents once they are uploaded  Help desk not very helpful,Decreased,,No,,Other (please specify),development operations,Foster City,,Manager / Group Leader,,3-4 years
