Measure,Measure_type,Ethnicity,Ethnicity_type,Time,Time_Type,Region,Age,Age_Type,Sex,Value,Confidence_interval,Numerator,Denominator,Sample_size
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,Wales,All,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,West Midlands,All,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,Yorkshire and The Humber,All,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,All,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,East Midlands,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,East of England,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,London,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,North East,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,North West,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,Scotland,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,South East,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,South West,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,Wales,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,West Midlands,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,Yorkshire and The Humber,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,All,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,East Midlands,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,East of England,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,London,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,North East,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,North West,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,Scotland,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,South East,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,South West,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,Wales,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,West Midlands,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Unknown,ONS 2011 5+1,2010,year,Yorkshire and The Humber,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,All,16-24,16-64,All,53.7,0.9,3243000,6043500,27434
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East Midlands,16-24,16-64,All,53.3,4.1,245400,460400,1448
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East of England,16-24,16-64,All,56.3,3.7,320300,568700,1749
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,London,16-24,16-64,All,49.7,3.8,267400,538100,1653
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North East,16-24,16-64,All,48.8,3.5,145100,297200,1996
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North West,16-24,16-64,All,53,2.5,396200,747900,3809
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Scotland,16-24,16-64,All,56.8,2.4,334200,588800,3978
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South East,16-24,16-64,All,57.3,2.9,480200,837800,2797
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South West,16-24,16-64,All,57.2,3.3,315100,550800,2109
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Wales,16-24,16-64,All,47.7,2.7,165600,347100,3241
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,West Midlands,16-24,16-64,All,51.1,3.3,275800,540300,2251
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Yorkshire and The Humber,16-24,16-64,All,52.5,3.2,297700,566600,2403
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,All,16-24,16-64,Men,54.2,1.3,1646600,3036600,13736
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East Midlands,16-24,16-64,Men,51.9,5.7,120400,232000,733
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East of England,16-24,16-64,Men,59.1,5.1,169100,286200,887
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,London,16-24,16-64,Men,51.2,5.4,136700,267000,820
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North East,16-24,16-64,Men,49,5,72900,148800,962
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North West,16-24,16-64,Men,54.1,3.6,200900,371100,1869
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Scotland,16-24,16-64,Men,57.1,3.4,166200,290900,1998
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South East,16-24,16-64,Men,56.9,4.1,241700,424400,1418
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South West,16-24,16-64,Men,58.3,4.6,164000,281200,1080
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Wales,16-24,16-64,Men,46.9,3.8,83100,177100,1619
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,West Midlands,16-24,16-64,Men,52.4,4.6,142000,271200,1140
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Yorkshire and The Humber,16-24,16-64,Men,52.2,4.4,149500,286700,1210
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,All,16-24,16-64,Women,53.1,1.3,1596400,3006900,13698
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East Midlands,16-24,16-64,Women,54.7,5.8,125000,228400,715
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East of England,16-24,16-64,Women,53.5,5.3,151200,282400,862
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,London,16-24,16-64,Women,48.2,5.4,130700,271100,833
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North East,16-24,16-64,Women,48.7,4.8,72200,148400,1034
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North West,16-24,16-64,Women,51.8,3.5,195300,376800,1940
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Scotland,16-24,16-64,Women,56.4,3.5,168000,297900,1980
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South East,16-24,16-64,Women,57.7,4.1,238500,413400,1379
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South West,16-24,16-64,Women,56.1,4.8,151100,269600,1029
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Wales,16-24,16-64,Women,48.5,3.8,82400,170000,1622
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,West Midlands,16-24,16-64,Women,49.7,4.6,133800,269100,1111
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Yorkshire and The Humber,16-24,16-64,Women,52.9,4.5,148200,279900,1193
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,All,25-49,16-64,All,81.6,0.4,14727300,18058500,89274
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East Midlands,25-49,16-64,All,82.4,1.8,1092900,1327100,4492
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East of England,25-49,16-64,All,83,1.5,1465300,1765400,5978
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,London,25-49,16-64,All,80.6,1.5,1697500,2105800,6461
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North East,25-49,16-64,All,79.2,1.6,635200,802400,5901
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North West,25-49,16-64,All,80.5,1.1,1702100,2114200,11665
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Scotland,25-49,16-64,All,80.9,1,1377300,1703000,13861
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South East,25-49,16-64,All,84,1.2,2196300,2615200,9553
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South West,25-49,16-64,All,83.9,1.4,1342600,1599400,6870
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Wales,25-49,16-64,All,78.8,1.3,730000,926200,9845
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,West Midlands,25-49,16-64,All,79.8,1.5,1223000,1532100,6734
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Yorkshire and The Humber,25-49,16-64,All,80.7,1.4,1265200,1567800,7914
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,All,25-49,16-64,Men,86.7,0.5,7754200,8944800,41785
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East Midlands,25-49,16-64,Men,87.7,2.2,576400,657000,2139
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East of England,25-49,16-64,Men,89.3,1.8,777700,871300,2838
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,London,25-49,16-64,Men,87.9,1.8,948300,1078600,3082
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North East,25-49,16-64,Men,83.5,2.2,327700,392600,2749
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North West,25-49,16-64,Men,84.4,1.5,878200,1040300,5449
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Scotland,25-49,16-64,Men,84.8,1.4,698400,823700,6373
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South East,25-49,16-64,Men,90.2,1.4,1166900,1293800,4496
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South West,25-49,16-64,Men,89.3,1.7,708400,793000,3191
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Wales,25-49,16-64,Men,83,1.7,379000,456800,4557
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,West Midlands,25-49,16-64,Men,83.4,2,633200,759000,3157
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Yorkshire and The Humber,25-49,16-64,Men,84.7,1.8,659900,778700,3754
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,All,25-49,16-64,Women,76.5,0.6,6973100,9113700,47489
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East Midlands,25-49,16-64,Women,77.1,2.7,516500,670000,2353
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East of England,25-49,16-64,Women,76.9,2.3,687600,894100,3140
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,London,25-49,16-64,Women,72.9,2.4,749200,1027200,3379
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North East,25-49,16-64,Women,75.1,2.4,307600,409700,3152
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North West,25-49,16-64,Women,76.7,1.7,823900,1073900,6216
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Scotland,25-49,16-64,Women,77.2,1.5,678900,879400,7488
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South East,25-49,16-64,Women,77.9,1.8,1029300,1321500,5057
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South West,25-49,16-64,Women,78.6,2.1,634200,806400,3679
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Wales,25-49,16-64,Women,74.8,1.8,351000,469400,5288
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,West Midlands,25-49,16-64,Women,76.3,2.2,589800,773100,3577
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Yorkshire and The Humber,25-49,16-64,Women,76.7,2,605300,789100,4160
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,All,50-64,16-64,All,65.3,0.6,6733300,10312900,61144
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East Midlands,50-64,16-64,All,66.1,2.7,526900,797200,2850
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East of England,50-64,16-64,All,67.8,2.3,702900,1036400,3976
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,London,50-64,16-64,All,65.8,2.6,542600,824200,3236
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North East,50-64,16-64,All,58.1,2.3,287200,494300,4294
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North West,50-64,16-64,All,63.1,1.7,783400,1241900,7895
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Scotland,50-64,16-64,All,64.2,1.5,640000,996900,10182
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South East,50-64,16-64,All,70.1,1.8,1060900,1514100,6297
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South West,50-64,16-64,All,67.2,2.1,672400,1000000,5021
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Wales,50-64,16-64,All,59,1.8,340500,577200,7574
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,West Midlands,50-64,16-64,All,64.8,2.1,589400,909800,4765
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Yorkshire and The Humber,50-64,16-64,All,63.8,2.1,587100,920800,5054
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,All,50-64,16-64,Men,71.5,0.8,3638500,5089100,29475
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East Midlands,50-64,16-64,Men,72.1,3.7,284600,394700,1379
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East of England,50-64,16-64,Men,75.6,3,385800,510400,1914
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,London,50-64,16-64,Men,71.8,3.5,293600,409100,1599
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North East,50-64,16-64,Men,62.7,3.3,151800,242100,2064
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North West,50-64,16-64,Men,68.9,2.3,424500,616100,3791
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Scotland,50-64,16-64,Men,69.8,2,337800,484300,4863
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South East,50-64,16-64,Men,76.6,2.4,573800,749300,3084
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South West,50-64,16-64,Men,74.4,2.8,363700,489100,2387
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Wales,50-64,16-64,Men,64.5,2.5,182900,283600,3613
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,West Midlands,50-64,16-64,Men,71.7,2.9,324700,453100,2319
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Yorkshire and The Humber,50-64,16-64,Men,68.9,2.9,315300,457400,2462
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,All,50-64,16-64,Women,59.2,0.9,3094800,5223800,31669
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East Midlands,50-64,16-64,Women,60.2,4,242300,402500,1471
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East of England,50-64,16-64,Women,60.3,3.3,317200,526000,2062
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,London,50-64,16-64,Women,60,3.7,249000,415200,1637
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North East,50-64,16-64,Women,53.7,3.3,135300,252200,2230
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North West,50-64,16-64,Women,57.3,2.4,358900,625900,4104
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Scotland,50-64,16-64,Women,58.9,2.1,302100,512700,5319
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South East,50-64,16-64,Women,63.7,2.6,487200,764800,3213
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South West,50-64,16-64,Women,60.4,3,308700,510900,2634
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Wales,50-64,16-64,Women,53.7,2.5,157600,293700,3961
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,West Midlands,50-64,16-64,Women,58,3.1,264700,456600,2446
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Yorkshire and The Humber,50-64,16-64,Women,58.6,3,271700,463400,2592
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,All,All,16-64,All,71.8,0.3,24703600,34414900,177852
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East Midlands,All,16-64,All,72.2,1.5,1865300,2584700,8790
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East of England,All,16-64,All,73.8,1.3,2488500,3370400,11703
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,London,All,16-64,All,72.3,1.3,2507600,3468100,11350
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North East,All,16-64,All,67,1.3,1067500,1593900,12191
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North West,All,16-64,All,70.2,0.9,2881700,4104100,23369
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Scotland,All,16-64,All,71.5,0.8,2351400,3288700,28021
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South East,All,16-64,All,75.2,1,3737400,4967100,18647
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South West,All,16-64,All,74,1.1,2330100,3150200,14000
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Wales,All,16-64,All,66.8,1,1236000,1850500,20660
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,West Midlands,All,16-64,All,70,1.2,2088200,2982100,13750
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Yorkshire and The Humber,All,16-64,All,70.4,1.1,2149900,3055200,15371
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,All,All,16-64,Men,76.4,0.5,13039300,17070500,84996
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East Midlands,All,16-64,Men,76.5,2,981500,1283800,4251
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East of England,All,16-64,Men,79.9,1.7,1332600,1668000,5639
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,London,All,16-64,Men,78.6,1.7,1378600,1754600,5501
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North East,All,16-64,Men,70.5,1.9,552400,783500,5775
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North West,All,16-64,Men,74.2,1.3,1503500,2027500,11109
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Scotland,All,16-64,Men,75.2,1.2,1202500,1598900,13234
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South East,All,16-64,Men,80.3,1.3,1982400,2467400,8998
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South West,All,16-64,Men,79.1,1.5,1236100,1563300,6658
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Wales,All,16-64,Men,70.3,1.4,645000,917400,9789
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,West Midlands,All,16-64,Men,74.2,1.7,1099900,1483300,6616
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Yorkshire and The Humber,All,16-64,Men,73.9,1.6,1124700,1522800,7426
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,All,All,16-64,Women,67.3,0.5,11664300,17344400,92856
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East Midlands,All,16-64,Women,67.9,2.1,883800,1300900,4539
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,East of England,All,16-64,Women,67.9,1.9,1155900,1702400,6064
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,London,All,16-64,Women,65.9,1.9,1128900,1713400,5849
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North East,All,16-64,Women,63.6,1.9,515100,810300,6416
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,North West,All,16-64,Women,66.4,1.3,1378200,2076600,12260
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Scotland,All,16-64,Women,68,1.2,1149000,1689900,14787
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South East,All,16-64,Women,70.2,1.4,1754900,2499600,9649
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,South West,All,16-64,Women,68.9,1.7,1094000,1586900,7342
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Wales,All,16-64,Women,63.3,1.4,591000,933100,10871
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,West Midlands,All,16-64,Women,65.9,1.7,988300,1498800,7134
Employed,Percentage of individuals employed,White,ONS 2011 5+1,2010,year,Yorkshire and The Humber,All,16-64,Women,66.9,1.6,1025200,1532500,7945
Employed,Percentage of individuals employed,White British,Detailed,2010,year,All,16-24,16-64,All,53.6,1,3045800,5687000,25920
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East Midlands,16-24,16-64,All,53.1,4.2,231400,435700,1359
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East of England,16-24,16-64,All,56.1,3.8,302300,539300,1651
Employed,Percentage of individuals employed,White British,Detailed,2010,year,London,16-24,16-64,All,49.8,4.2,216200,434600,1347
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North East,16-24,16-64,All,48.7,3.5,143600,295000,1981
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North West,16-24,16-64,All,52.9,2.5,387300,732500,3734
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Scotland,16-24,16-64,All,57.1,2.6,299700,524500,3516
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South East,16-24,16-64,All,57.3,3,455100,794100,2655
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South West,16-24,16-64,All,56.7,3.4,297600,525100,2009
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Wales,16-24,16-64,All,47.7,2.8,160700,337200,3157
Employed,Percentage of individuals employed,White British,Detailed,2010,year,West Midlands,16-24,16-64,All,51,3.3,267200,523400,2184
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Yorkshire and The Humber,16-24,16-64,All,52.2,3.2,284600,545600,2327
Employed,Percentage of individuals employed,White British,Detailed,2010,year,All,16-24,16-64,Men,53.9,1.4,1547300,2868300,13022
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East Midlands,16-24,16-64,Men,52,5.9,114300,220100,687
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East of England,16-24,16-64,Men,58.5,5.3,159000,271500,835
Employed,Percentage of individuals employed,White British,Detailed,2010,year,London,16-24,16-64,Men,50.8,5.9,111500,219300,678
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North East,16-24,16-64,Men,48.7,5,71900,147500,955
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North West,16-24,16-64,Men,53.9,3.6,196600,365000,1839
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Scotland,16-24,16-64,Men,57.2,3.6,147400,257500,1763
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South East,16-24,16-64,Men,56.8,4.2,230500,405600,1360
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South West,16-24,16-64,Men,57.6,4.8,154700,268700,1034
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Wales,16-24,16-64,Men,46.8,3.9,81000,173000,1586
Employed,Percentage of individuals employed,White British,Detailed,2010,year,West Midlands,16-24,16-64,Men,52.6,4.6,138600,263600,1110
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Yorkshire and The Humber,16-24,16-64,Men,51.3,4.5,141700,276500,1175
Employed,Percentage of individuals employed,White British,Detailed,2010,year,All,16-24,16-64,Women,53.2,1.4,1498500,2818700,12898
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East Midlands,16-24,16-64,Women,54.3,6,117100,215600,672
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East of England,16-24,16-64,Women,53.5,5.4,143300,267800,816
Employed,Percentage of individuals employed,White British,Detailed,2010,year,London,16-24,16-64,Women,48.6,6,104700,215300,669
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North East,16-24,16-64,Women,48.7,4.8,71800,147500,1026
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North West,16-24,16-64,Women,51.9,3.6,190700,367500,1895
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Scotland,16-24,16-64,Women,57,3.7,152300,267000,1753
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South East,16-24,16-64,Women,57.8,4.2,224600,388400,1295
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South West,16-24,16-64,Women,55.7,4.9,142900,256500,975
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Wales,16-24,16-64,Women,48.5,3.9,79700,164200,1571
Employed,Percentage of individuals employed,White British,Detailed,2010,year,West Midlands,16-24,16-64,Women,49.5,4.7,128500,259800,1074
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Yorkshire and The Humber,16-24,16-64,Women,53.1,4.6,142900,269100,1152
Employed,Percentage of individuals employed,White British,Detailed,2010,year,All,25-49,16-64,All,81.6,0.4,13408200,16422300,82184
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East Midlands,25-49,16-64,All,82.2,1.8,1016700,1237000,4182
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East of England,25-49,16-64,All,83.1,1.6,1342200,1615100,5426
Employed,Percentage of individuals employed,White British,Detailed,2010,year,London,25-49,16-64,All,81.1,1.8,1229000,1515300,4743
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North East,25-49,16-64,All,79.1,1.7,621600,785600,5774
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North West,25-49,16-64,All,80.5,1.2,1630900,2026900,11230
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Scotland,25-49,16-64,All,81.4,1.1,1227200,1508200,12224
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South East,25-49,16-64,All,84.2,1.2,2011200,2387400,8668
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South West,25-49,16-64,All,83.8,1.4,1263800,1508700,6461
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Wales,25-49,16-64,All,78.8,1.3,697800,885900,9479
Employed,Percentage of individuals employed,White British,Detailed,2010,year,West Midlands,25-49,16-64,All,79.7,1.6,1161000,1456200,6417
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Yorkshire and The Humber,25-49,16-64,All,80.7,1.4,1206800,1496000,7580
Employed,Percentage of individuals employed,White British,Detailed,2010,year,All,25-49,16-64,Men,86.5,0.5,7030200,8126400,38480
